boundary_error_ratio,boundary_local_snr,boundary_sec,case_id,case_type,checkpoint_best_snr,checkpoint_epoch,crest,duration_sec,hf_energy_ratio_3500_9000,inserted_silence_sec,latent_dim,local_snr_mean,local_snr_min,local_snr_p10,peak,post_boundary_snr,pre_boundary_snr,rms,run,silence_frac,snr,source_a,source_b,spectral_centroid,total_stride
0.3284977254530583,23.6003660137202,2.9658049886621316,silence_008,silence,23.20932652510616,11,8.565599150934231,7.7496598639455785,0.11617612093687057,0.2219546339509081,256,18.971073698757948,-66.44062230855839,8.13480696602942,0.61566162109475,20.02254453848714,21.744087258716004,0.07187607197554131,V16.1,0.046400983146067415,21.816442878509182,LJ035-0008,,1532.951495021315,128
nan,nan,nan,full_009,full,23.20932652510616,11,8.534871936443444,7.1807709750566895,0.11459551751613617,0.0,256,20.746285941980776,-21.717873954700877,13.26063137476116,0.445953369141625,nan,nan,0.052250739373006075,V16.1,0.023652233225545674,22.488627758684782,LJ021-0038,,1354.2949877513838,128
0.9453899667710887,22.708991753615337,4.912426303854875,silence_009,silence,23.20932652510616,11,8.651370695484772,7.378140589569161,0.11459926515817642,0.20177742991938086,256,19.517919761487196,-66.44645288645034,11.99799131399957,0.445953369141625,25.671574489591613,22.24922684392352,0.05154713453276493,V16.1,0.050206530291109365,22.432098982488974,LJ021-0038,,1354.3489377300593,128
nan,nan,nan,full_010,full,23.20932652510616,11,9.969994158800322,5.31156462585034,0.012932241894304752,0.0,256,22.74240699669091,-12.414014031255052,14.361256062532453,0.775482177735375,nan,nan,0.07778160803042214,V16.1,0.019475751366120217,26.625930088759162,LJ012-0227,,700.8807950588053,128
0.45705939194229017,24.633162477837832,1.143219954648526,silence_010,silence,23.20932652510616,11,10.381023746051,5.758548752834467,0.012977328151464462,0.4477601369039844,256,17.17345501563998,-66.52928579985789,-8.65099021007041,0.775482177735375,28.178795658477853,26.58960359156631,0.07470189806857842,V16.1,0.09571887600806452,26.365192071467767,LJ012-0227,,701.4624175960478,128
nan,nan,nan,full_011,full,23.20932652510616,11,6.810725668340454,2.4439002267573695,0.20856784284114838,0.0,256,18.63245183718904,-4.73654275613664,4.9574416855347785,0.36358642578225,nan,nan,0.05338438860715897,V16.1,0.018575564133016628,19.92534894060723,LJ014-0053,,2221.3498751376474,128
0.20879718748224316,24.252267251064236,1.647528344671202,silence_011,silence,23.20932652510616,11,7.1961686843283275,2.728344671201814,0.20857004821300507,0.28754785438221564,256,12.227609979616638,-66.46378857145871,-3.5484947015306356,0.36358642578225,20.120585207745137,22.192480943545473,0.050525000416800275,V16.1,0.121875,19.938054994180135,LJ014-0053,,2221.2887464370156,128
nan,nan,nan,full_012,full,23.20932652510616,11,10.421721963920545,8.469478458049887,0.12533925473690033,0.0,256,19.807458903544166,-14.502973841246899,10.523755405298642,0.616668701172875,nan,nan,0.0591714788877815,V16.1,0.020926148046607265,22.8855420554682,LJ008-0121,,1622.3360835868643,128
0.3049935096433095,22.583071671424477,3.449750566893424,silence_012,silence,23.20932652510616,11,10.595281603547308,8.753922902494331,0.1253402680158615,0.28341615105695983,256,18.087520063820158,-66.46476216926162,7.948541295447669,0.616668701172875,12.278700147168804,21.5942062555712,0.05820220020917788,V16.1,0.05263076094164456,22.83337503440706,LJ008-0121,,1622.3518562135378,128
nan,nan,nan,full_013,full,23.20932652510616,11,10.697233159719557,6.635102040816326,0.17566703259944916,0.0,256,21.18294274856628,-8.160522363541594,10.863859990075682,0.712921142579125,nan,nan,0.06664537754051515,V16.1,0.012549212598425197,21.670054929876393,LJ003-0260,,1628.8122991272826,128
